timestamp,file_name,stage,status,row_count,message
2026-08-27 13:50:38.398045,payments_20250818.csv,PREPROCESSING,SUCCESS,182,"Preprocessing completed. Original rows: 182, Duplicates removed: 0, Final rows: 182"
2026-08-27 13:50:38.460641,policies_20250818.csv,PREPROCESSING,SUCCESS,123,"Preprocessing completed. Original rows: 123, Duplicates removed: 0, Final rows: 123"
2026-08-27 21:17:05.987712,agents_20250818.csv,PREPROCESSING,SUCCESS,15,"Preprocessing completed. Original rows: 15, Duplicates removed: 0, Final rows: 15"
2026-08-27 21:17:06.041540,claims_20250818.csv,PREPROCESSING,SUCCESS,182,"Preprocessing completed. Original rows: 182, Duplicates removed: 0, Final rows: 182"
2026-08-27 21:17:06.103908,customers_20250818.csv,PREPROCESSING,SUCCESS,80,"Preprocessing completed. Original rows: 80, Duplicates removed: 0, Final rows: 80"
2026-08-27 21:17:06.157155,payments_20250818.csv,PREPROCESSING,SUCCESS,182,"Preprocessing completed. Original rows: 182, Duplicates removed: 0, Final rows: 182"
2026-08-27 21:17:06.214846,policies_20250818.csv,PREPROCESSING,SUCCESS,123,"Preprocessing completed. Original rows: 123, Duplicates removed: 0, Final rows: 123"
2026-08-29 18:16:57.065200,agents_20250818.csv,PREPROCESSING,SUCCESS,15,"Preprocessing completed. Original rows: 15, Duplicates removed: 0, Final rows: 15"
2026-08-29 18:16:57.121881,claims_20250818.csv,PREPROCESSING,SUCCESS,182,"Preprocessing completed. Original rows: 182, Duplicates removed: 0, Final rows: 182"
2026-08-29 18:16:57.181408,customers_20250818.csv,PREPROCESSING,SUCCESS,80,"Preprocessing completed. Original rows: 80, Duplicates removed: 0, Final rows: 80"
2026-08-29 18:16:57.231402,payments_20250818.csv,PREPROCESSING,SUCCESS,182,"Preprocessing completed. Original rows: 182, Duplicates removed: 0, Final rows: 182"
2026-08-29 18:16:57.283477,policies_20250818.csv,PREPROCESSING,SUCCESS,123,"Preprocessing completed. Original rows: 123, Duplicates removed: 0, Final rows: 123"
2026-08-29 18:20:07.907492,file_that_does_not_exist.csv,PREPROCESSING,FAILED,,CSV file not found: data\ingestion\file_that_does_not_exist.csv
